date,value
2020-01-08,Puce
2019-10-07,Indigo
2020-01-12,Aquamarine
2019-12-06,Green
2019-10-02,Orange
2019-10-18,Blue
2019-12-06,Fuscia
2019-12-05,Green
2019-10-11,Puce
2020-01-14,Maroon
2019-11-19,Turquoise
2019-11-04,Orange
2019-11-27,Teal
2019-11-10,Violet
2019-10-08,Fuscia
2019-10-13,Violet
2019-12-05,Green
2019-10-28,Teal
2020-01-16,Orange
2020-01-14,Aquamarine
2019-12-20,Orange
2020-02-06,Aquamarine
2020-02-15,Pink
2019-12-14,Purple
2019-11-07,Teal
2020-01-13,Orange
2019-10-13,Blue
2019-12-09,Pink
2019-11-26,Pink
2020-02-18,Yellow
2020-01-14,Blue
2019-12-26,Khaki
2020-02-17,Goldenrod
2019-10-19,Goldenrod
2019-10-18,Maroon
2019-10-03,Mauv
2020-01-15,Red
2019-10-26,Maroon
2020-01-05,Fuscia
2020-01-14,Green
2020-01-12,Teal
2020-01-29,Purple
2019-10-08,Mauv
2019-12-06,Indigo
2019-12-19,Blue
2019-11-09,Red
2019-10-06,Yellow
2019-12-14,Puce
2020-02-15,Blue
2020-02-12,Orange
2020-01-15,Yellow
2019-12-07,Aquamarine
2019-10-14,Turquoise
2019-10-31,Orange
2019-10-29,Pink
2019-10-06,Indigo
2020-02-12,Purple
2019-12-06,Blue
2020-02-25,Turquoise
2020-01-13,Blue
2020-01-16,Aquamarine
2020-01-09,Orange
2019-11-30,Crimson
2019-11-21,Puce
2019-11-29,Maroon
2020-01-27,Indigo
2020-01-21,Puce
2019-10-27,Turquoise
2019-11-09,Violet
2019-12-22,Aquamarine
2020-02-25,Maroon
2020-02-05,Goldenrod
2019-10-02,Fuscia
2020-01-06,Khaki
2019-10-23,Orange
2019-11-30,Goldenrod
2019-10-11,Green
2020-02-08,Red
2020-01-08,Puce
2019-10-01,Mauv
2019-12-15,Khaki
2019-12-01,Mauv
2019-12-21,Puce
2020-01-11,Turquoise
2020-02-12,Teal
2019-11-18,Red
2020-02-01,Pink
2019-10-16,Teal
2019-11-01,Red
2019-11-02,Mauv
2019-12-21,Puce
2020-01-14,Violet
2019-10-31,Violet
2019-12-27,Fuscia
2020-02-11,Green
2020-02-24,Orange
2019-11-29,Fuscia
2020-02-25,Yellow
2020-01-02,Blue
2020-01-13,Fuscia
2020-02-05,Aquamarine
2020-01-31,Violet
2020-01-21,Teal
2019-10-19,Puce
2019-10-20,Khaki
2020-01-16,Pink
2020-02-11,Aquamarine
2019-10-30,Violet
2020-01-29,Pink
2019-12-10,Blue
2020-02-06,Puce
2020-01-01,Green
2019-11-07,Khaki
2019-10-22,Mauv
2019-10-01,Red
2019-12-19,Red
2019-10-19,Purple
2020-01-21,Pink
2020-01-15,Crimson
2020-02-09,Puce
2020-02-08,Yellow
2020-01-08,Mauv
2020-02-13,Khaki
2019-12-29,Mauv
2019-11-06,Indigo
2020-01-04,Khaki
2020-01-29,Green
2019-10-14,Orange
2019-10-20,Fuscia
2019-11-30,Aquamarine
2020-02-11,Violet
2019-11-24,Violet
2019-10-15,Turquoise
2019-11-23,Indigo
2020-01-26,Pink
2019-11-19,Pink
2020-02-25,Indigo
2020-01-21,Mauv
2019-12-01,Fuscia
2020-02-10,Turquoise
2019-11-12,Pink
2020-02-22,Violet
2019-12-01,Orange
2019-11-08,Blue
2019-11-19,Orange
2020-02-11,Purple
2019-10-06,Orange
2020-01-04,Teal
2020-01-14,Violet
2019-12-19,Yellow
2020-01-12,Purple
2020-01-15,Maroon
2020-01-18,Purple
2019-12-09,Indigo
2019-12-22,Maroon
2019-12-22,Pink
2020-01-29,Orange
2020-02-05,Turquoise
2019-10-24,Pink
2019-10-15,Teal
2019-12-20,Teal
2020-01-16,Violet
2019-12-19,Mauv
2020-01-20,Maroon
2019-12-02,Indigo
2019-11-18,Fuscia
2019-11-18,Yellow
2019-12-03,Blue
2020-01-16,Turquoise
2019-10-09,Orange
2019-11-08,Maroon
2020-02-04,Blue
2019-11-15,Crimson
2019-12-03,Goldenrod
2019-10-29,Teal
2019-12-30,Puce
2019-11-17,Turquoise
2019-11-23,Indigo
2020-01-22,Khaki
2020-02-06,Pink
2019-12-13,Violet
2019-12-26,Green
2019-10-23,Red
2020-02-09,Violet
2019-12-07,Blue
2019-12-04,Puce
2020-02-14,Yellow
2019-12-30,Red
2019-12-16,Aquamarine
2019-11-20,Red
2020-01-31,Yellow
2019-12-07,Goldenrod
2019-11-18,Crimson
2019-10-10,Pink
2019-12-14,Puce
2019-11-07,Fuscia
2019-11-02,Aquamarine
2019-11-27,Maroon
2020-01-04,Turquoise
2020-02-02,Maroon
2020-01-16,Purple
2020-02-20,Blue
2019-10-01,Indigo
2019-10-18,Khaki
2020-02-19,Green
2019-12-12,Khaki
2019-10-27,Turquoise
2019-11-07,Indigo
2020-02-08,Puce
2019-11-23,Green
2020-01-06,Green
2019-11-08,Pink
2020-02-12,Mauv
2019-11-30,Green
2020-01-01,Yellow
2020-01-07,Indigo
2020-02-18,Puce
2020-01-30,Indigo
2019-10-23,Pink
2019-11-07,Aquamarine
2019-12-10,Violet
2020-02-10,Crimson
2019-10-17,Teal
2019-10-11,Aquamarine
2019-10-25,Orange
2019-12-22,Turquoise
2019-12-19,Fuscia
2020-01-04,Red
2019-12-11,Red
2019-11-14,Crimson
2019-11-01,Purple
2020-01-06,Orange
2020-02-01,Puce
2019-11-17,Crimson
2019-12-23,Violet
2019-11-16,Teal
2020-01-28,Pink
2020-01-03,Green
2019-10-20,Blue
2019-11-08,Indigo
2020-01-16,Khaki
2020-01-07,Blue
2019-12-30,Fuscia
2019-12-09,Red
2020-02-02,Fuscia
2019-12-07,Purple
2020-02-09,Green
2019-11-20,Pink
2019-10-05,Indigo
2019-10-10,Mauv
2020-01-31,Crimson
2019-12-17,Pink
2019-12-09,Red
2020-01-26,Violet
2020-02-07,Aquamarine
2019-12-22,Fuscia
2019-12-28,Violet
2019-10-05,Khaki
2019-12-22,Violet
2019-11-17,Mauv
2020-02-15,Violet
2020-02-21,Violet
2020-01-21,Turquoise
2019-12-10,Violet
2019-12-12,Fuscia
2020-01-18,Green
2020-01-13,Orange
2020-01-18,Crimson
2020-02-07,Aquamarine
2019-11-28,Maroon
2020-01-11,Indigo
2019-11-30,Teal
2020-02-06,Khaki
2020-02-23,Purple
2020-01-10,Mauv
2020-02-24,Fuscia
2020-01-05,Indigo
2019-10-25,Orange
2020-01-02,Aquamarine
2019-10-26,Yellow
2020-02-09,Khaki
2019-11-25,Mauv
2020-02-23,Fuscia
2019-10-17,Goldenrod
2019-11-20,Purple
2020-02-11,Yellow
2019-12-05,Puce
2020-01-24,Teal
2019-11-11,Orange
2020-01-04,Puce
2020-02-09,Teal
2019-11-22,Orange
2019-11-22,Violet
2020-01-13,Green
2019-10-31,Indigo
2019-12-31,Turquoise
2020-02-03,Red
2019-10-06,Purple
2019-11-15,Turquoise
2019-11-12,Maroon
2020-02-07,Purple
2020-02-24,Blue
2019-10-07,Indigo
2020-02-18,Pink
2020-02-13,Goldenrod
2020-01-13,Fuscia
2020-01-17,Orange
2019-11-03,Turquoise
2020-01-07,Yellow
2020-01-30,Indigo
2019-11-14,Indigo
2019-12-28,Teal
2019-12-14,Purple
2020-01-14,Mauv
2019-12-25,Puce
2020-02-15,Khaki
2019-10-14,Green
2019-11-30,Blue
2020-01-17,Mauv
2019-12-10,Violet
2019-11-21,Fuscia
2020-01-08,Fuscia
2020-01-23,Maroon
2019-12-19,Maroon
2019-12-01,Teal
2020-01-10,Orange
2019-10-08,Fuscia
2020-02-19,Red
2019-10-07,Yellow
2020-02-06,Mauv
2019-10-14,Fuscia
2019-12-08,Fuscia
2019-10-10,Aquamarine
2020-01-24,Khaki
2019-10-06,Turquoise
2019-10-28,Orange
2020-02-14,Mauv
2020-01-15,Goldenrod
2019-10-11,Turquoise
2019-11-19,Fuscia
2019-11-03,Pink
2019-11-24,Teal
2020-01-09,Turquoise
2020-02-25,Goldenrod
2020-02-07,Crimson
2019-11-16,Crimson
2019-11-12,Puce
2019-10-08,Orange
2019-11-16,Puce
2019-11-08,Indigo
2020-01-23,Puce
2019-11-30,Pink
2019-12-16,Red
2020-01-18,Teal
2019-12-24,Blue
2020-02-02,Teal
2019-11-13,Indigo
2020-02-17,Pink
2020-01-08,Puce
2019-12-26,Crimson
2019-11-15,Pink
2019-12-05,Mauv
2020-01-31,Teal
2019-12-10,Mauv
2020-01-23,Violet
2019-10-11,Yellow
2019-11-08,Green
2019-11-07,Red
2020-01-28,Maroon
2019-10-03,Crimson
2019-12-14,Purple
2019-10-02,Mauv
2019-10-09,Indigo
2019-10-13,Aquamarine
2019-11-06,Green
2020-01-13,Crimson
2019-10-12,Maroon
2019-10-06,Maroon
2019-12-08,Pink
2019-11-13,Indigo
2020-02-25,Blue
2020-02-22,Indigo
2019-10-17,Orange
2019-10-14,Orange
2019-10-01,Indigo
2020-01-08,Goldenrod
2019-10-30,Blue
2020-02-13,Indigo
2019-11-17,Green
2019-12-22,Orange
2020-01-29,Puce
2020-02-18,Crimson
2019-11-13,Red
2020-01-26,Orange
2020-02-20,Fuscia
2019-10-08,Blue
2019-11-18,Fuscia
2019-11-18,Puce
2020-01-10,Pink
2019-11-25,Fuscia
2019-12-11,Khaki
2019-12-19,Red
2020-01-03,Green
2020-01-10,Mauv
2020-02-13,Maroon
2020-01-03,Indigo
2019-11-16,Crimson
2020-02-04,Crimson
2020-01-28,Teal
2019-12-18,Khaki
2020-01-23,Green
2020-01-16,Orange
2019-11-30,Blue
2020-02-18,Purple
2020-01-16,Blue
2020-01-17,Teal
2020-01-05,Green
2019-11-05,Fuscia
2019-12-06,Indigo
2019-11-24,Turquoise
2019-11-14,Puce
2019-11-02,Puce
2019-10-05,Yellow
2019-10-30,Blue
2019-11-20,Teal
2019-10-26,Khaki
2019-12-01,Indigo
2019-10-01,Khaki
2019-10-27,Purple
2020-01-12,Indigo
2019-11-07,Crimson
2019-10-15,Pink
2020-02-11,Puce
2019-10-16,Violet
2019-11-11,Crimson
2020-01-12,Indigo
2019-12-26,Purple
2019-12-16,Pink
2020-01-26,Mauv
2020-01-15,Teal
2020-01-05,Purple
2020-01-23,Khaki
2019-10-23,Indigo
2019-11-04,Purple
2019-10-17,Mauv
2019-10-05,Turquoise
2019-10-16,Green
2019-11-14,Puce
2019-11-04,Blue
2020-01-10,Red
2019-11-04,Goldenrod
2019-12-04,Orange
2019-12-14,Turquoise
2020-02-22,Puce
2019-10-16,Maroon
2020-02-02,Green
2019-12-20,Red
2020-02-13,Teal
2019-11-29,Aquamarine
2019-12-16,Teal
2019-12-10,Red
2019-12-29,Crimson
2019-11-13,Turquoise
2020-02-11,Teal
2020-02-08,Puce
2019-10-17,Crimson
2020-01-04,Green
2020-01-17,Goldenrod
2020-01-09,Blue
2019-12-20,Purple
2019-12-24,Orange
2019-12-17,Indigo
2019-12-11,Aquamarine
2020-02-10,Aquamarine
2020-01-18,Green
2019-12-11,Fuscia
2020-01-08,Crimson
2019-12-26,Indigo
2020-01-13,Violet
2019-12-09,Teal
2020-01-19,Pink
2019-12-16,Khaki
2019-12-23,Pink
2020-01-21,Aquamarine
2019-12-23,Violet
2020-01-17,Puce
2020-02-16,Crimson
2020-01-13,Mauv
2019-12-11,Red
2019-12-09,Fuscia
2019-11-24,Maroon
2020-01-20,Khaki
2019-11-21,Crimson
2020-01-25,Khaki
2020-02-06,Turquoise
2020-01-20,Puce
2020-01-14,Khaki
2019-10-13,Mauv
2019-10-22,Mauv
2019-10-17,Mauv
2019-12-30,Teal
2020-01-06,Goldenrod
2019-11-17,Turquoise
2019-12-15,Fuscia
2020-02-22,Purple
2020-01-08,Red
2019-10-01,Green
2019-10-29,Mauv
2020-01-08,Green
2020-01-15,Puce
2019-10-02,Aquamarine
2019-11-17,Aquamarine
2019-11-17,Teal
2019-11-11,Pink
2020-02-02,Blue
2019-12-03,Aquamarine
2019-12-22,Mauv
2019-11-05,Mauv
2019-11-13,Green
2019-10-12,Turquoise
2019-10-03,Maroon
2020-02-17,Violet
2019-10-29,Purple
2019-11-08,Orange
2019-10-06,Fuscia
2019-11-11,Blue
2019-12-09,Puce
2019-10-30,Khaki
2020-02-04,Pink
2019-11-15,Green
2019-12-11,Indigo
2020-01-06,Turquoise
2020-01-04,Orange
2020-02-07,Purple
2019-10-06,Crimson
2020-01-08,Crimson
2019-11-23,Yellow
2019-12-29,Orange
2019-11-30,Purple
2020-02-12,Puce
2019-10-14,Blue
2019-12-07,Yellow
2019-11-27,Yellow
2019-10-30,Puce
2019-12-28,Goldenrod
2020-01-23,Pink
2019-12-25,Orange
2019-10-15,Teal
2019-10-19,Teal
2019-11-19,Aquamarine
2019-12-11,Mauv
2020-01-16,Fuscia
2019-11-01,Fuscia
2020-01-30,Aquamarine
2019-11-02,Indigo
2019-10-03,Goldenrod
2020-02-16,Mauv
2019-11-28,Red
2019-10-21,Red
2019-10-25,Green
2019-11-28,Purple
2019-12-06,Puce
2019-12-01,Mauv
2020-02-04,Pink
2020-02-21,Maroon
2019-10-28,Green
2019-12-23,Fuscia
2019-11-30,Red
2020-01-28,Yellow
2019-12-27,Maroon
2020-02-06,Violet
2019-11-11,Orange
2019-10-27,Violet
2020-01-11,Puce
2019-12-30,Green
2019-10-14,Fuscia
2019-11-09,Khaki
2019-10-26,Teal
2019-11-01,Indigo
2019-10-06,Teal
2020-01-12,Puce
2019-11-01,Puce
2019-11-01,Yellow
2020-01-06,Blue
2020-02-13,Crimson
2019-10-09,Yellow
2019-12-13,Teal
2019-12-12,Maroon
2019-11-18,Khaki
2019-12-14,Khaki
2019-12-23,Red
2019-11-13,Aquamarine
2019-10-04,Goldenrod
2019-12-08,Aquamarine
2020-01-30,Blue
2020-01-11,Red
2019-12-03,Khaki
2020-02-07,Aquamarine
2019-10-21,Fuscia
2019-11-08,Mauv
2020-01-12,Pink
2019-12-04,Goldenrod
2019-11-30,Orange
2019-12-21,Pink
2019-10-07,Orange
2020-02-03,Purple
2019-11-19,Blue
2020-02-10,Aquamarine
2019-12-28,Aquamarine
2019-11-13,Puce
2020-02-13,Crimson
2020-02-15,Orange
2019-10-24,Blue
2019-12-08,Mauv
2019-10-29,Teal
2020-01-13,Orange
2019-12-13,Maroon
2020-01-16,Green
2020-02-20,Puce
2020-02-01,Crimson
2020-01-16,Turquoise
2019-11-02,Green
2019-10-03,Green
2019-11-07,Crimson
2020-02-15,Puce
2019-11-05,Red
2019-12-10,Purple
2020-01-10,Khaki
2019-10-02,Mauv
2019-11-05,Indigo
2020-01-22,Green
2020-01-03,Green
2019-10-22,Green
2020-01-02,Turquoise
2019-11-01,Orange
2019-12-05,Blue
2019-10-13,Fuscia
2020-01-06,Aquamarine
2019-11-25,Green
2019-11-08,Blue
2019-11-08,Purple
2019-11-04,Red
2019-11-20,Violet
2020-01-27,Purple
2020-02-09,Indigo
2020-01-15,Indigo
2019-10-09,Orange
2020-01-20,Khaki
2019-11-14,Indigo
2020-02-13,Yellow
2020-02-11,Fuscia
2020-01-22,Turquoise
2020-02-23,Blue
2019-10-07,Fuscia
2019-11-06,Fuscia
2019-10-25,Teal
2020-01-24,Crimson
2019-11-29,Teal
2019-10-06,Blue
2019-10-31,Crimson
2019-12-04,Teal
2019-12-12,Turquoise
2019-11-22,Khaki
2019-11-25,Puce
2019-11-12,Blue
2020-02-22,Blue
2019-10-03,Turquoise
2019-12-28,Maroon
2020-01-22,Indigo
2019-12-29,Turquoise
2020-02-19,Green
2020-02-02,Orange
2020-01-25,Yellow
2019-11-25,Aquamarine
2019-12-10,Indigo
2019-10-02,Pink
2019-12-24,Crimson
2019-11-30,Green
2020-01-24,Crimson
2020-02-08,Orange
2019-10-19,Crimson
2019-12-05,Purple
2019-12-24,Aquamarine
2020-01-30,Goldenrod
2020-01-03,Maroon
2019-10-16,Crimson
2020-01-05,Green
2019-10-05,Blue
2019-11-18,Red
2020-01-01,Green
2019-12-27,Crimson
2019-12-28,Red
2019-12-23,Orange
2020-01-06,Green
2020-02-17,Fuscia
2019-11-13,Fuscia
2019-12-09,Red
2019-11-07,Red
2019-11-13,Turquoise
2019-10-23,Puce
2019-12-28,Goldenrod
2020-01-05,Orange
2019-11-13,Crimson
2019-12-29,Purple
2020-02-09,Red
2019-10-18,Orange
2019-11-04,Pink
2020-02-16,Teal
2020-02-08,Turquoise
2019-10-25,Maroon
2019-12-04,Indigo
2019-11-02,Purple
2019-11-10,Blue
2019-10-08,Crimson
2020-02-11,Red
2019-10-25,Pink
2019-11-29,Aquamarine
2019-10-15,Crimson
2020-01-29,Crimson
2019-12-26,Khaki
2019-11-19,Aquamarine
2019-10-05,Violet
2020-01-04,Indigo
2019-11-25,Indigo
2020-02-11,Orange
2020-01-23,Mauv
2019-10-08,Blue
2019-11-25,Goldenrod
2019-12-10,Orange
2019-11-27,Teal
2019-10-01,Green
2019-12-01,Goldenrod
2020-02-25,Yellow
2019-11-20,Purple
2020-01-30,Blue
2019-11-13,Indigo
2019-10-31,Goldenrod
2019-11-28,Fuscia
2019-11-06,Orange
2019-12-14,Fuscia
2019-12-28,Turquoise
2020-02-01,Turquoise
2019-10-26,Khaki
2019-10-10,Violet
2019-10-24,Goldenrod
2019-11-12,Turquoise
2019-11-20,Green
2020-01-08,Puce
2020-02-09,Teal
2019-10-14,Turquoise
2019-10-22,Mauv
2019-10-27,Goldenrod
2019-11-09,Turquoise
2020-02-20,Aquamarine
2019-12-31,Green
2019-12-01,Puce
2020-01-22,Indigo
2019-12-18,Aquamarine
2020-02-10,Mauv
2020-02-20,Fuscia
2019-10-19,Fuscia
2019-12-23,Blue
2019-12-29,Red
2019-11-01,Purple
2019-11-15,Purple
2020-02-18,Red
2019-10-29,Red
2019-12-26,Orange
2019-11-13,Purple
2019-11-03,Aquamarine
2019-11-15,Turquoise
2020-02-11,Red
2019-10-04,Red
2020-02-25,Mauv
2020-02-11,Purple
2019-10-24,Crimson
2019-10-06,Maroon
2019-11-28,Turquoise
2019-10-04,Violet
2019-10-17,Puce
2020-01-17,Mauv
2019-11-06,Mauv
2019-11-02,Orange
2019-11-20,Turquoise
2019-12-26,Fuscia
2019-10-04,Pink
2019-11-28,Khaki
2020-02-13,Red
2019-10-24,Puce
2019-10-04,Pink
2020-01-10,Purple
2019-12-01,Green
2019-11-02,Orange
2019-12-30,Crimson
2019-12-15,Pink
2019-12-18,Crimson
2019-12-18,Teal
2019-11-05,Teal
2019-11-02,Yellow
2019-10-09,Khaki
2020-02-03,Purple
2019-11-01,Orange
2019-11-05,Goldenrod
2020-02-21,Pink
2019-10-16,Green
2020-01-02,Green
2020-01-15,Green
2019-11-15,Fuscia
2020-01-08,Purple
2019-10-01,Red
2020-02-12,Fuscia
2020-01-30,Crimson
2020-01-14,Mauv
2019-11-11,Orange
2020-01-23,Goldenrod
2020-02-11,Blue
2019-12-05,Puce
2019-12-10,Indigo
2019-11-01,Red
2020-02-18,Khaki
2020-01-18,Crimson
2020-01-10,Fuscia
2020-01-14,Turquoise
2020-01-26,Purple
2019-10-15,Fuscia
2020-02-11,Turquoise
2019-12-21,Fuscia
2020-01-14,Puce
2019-11-08,Blue
2019-12-31,Purple
2020-02-22,Goldenrod
2019-10-16,Aquamarine
2020-01-19,Purple
2019-11-18,Red
2019-10-22,Yellow
2019-11-28,Red
2020-02-20,Maroon
2020-02-21,Khaki
2020-01-31,Purple
2020-02-11,Fuscia
2020-01-30,Red
2020-01-01,Turquoise
2020-01-06,Yellow
2019-10-29,Fuscia
2019-11-08,Green
2019-11-03,Indigo
2019-10-18,Maroon
2019-10-20,Blue
2019-11-28,Yellow
2019-10-05,Aquamarine
2020-01-10,Turquoise
2019-11-12,Blue
2019-10-01,Puce
2019-12-30,Turquoise
2020-01-29,Maroon
2019-11-04,Teal
2019-11-15,Turquoise
2020-02-16,Green
2020-02-24,Indigo
2019-10-12,Teal
2019-11-24,Yellow
2019-10-19,Indigo
2020-02-15,Mauv
2019-12-01,Green
2019-10-31,Crimson
2019-11-07,Indigo
2020-02-01,Turquoise
2020-02-24,Puce
2019-10-22,Goldenrod
2020-01-29,Fuscia
2019-12-12,Red
2019-10-29,Maroon
2020-01-12,Maroon
2019-12-14,Puce
2020-02-15,Yellow
2019-10-01,Blue
2019-11-22,Goldenrod
2019-10-11,Blue
2020-02-19,Teal
2019-12-26,Indigo
2019-11-05,Orange
2019-11-03,Green
2019-10-28,Mauv
2020-01-30,Mauv
2020-01-30,Green
2020-02-20,Blue
2019-11-09,Turquoise
2019-10-09,Puce
2019-10-24,Turquoise
2019-10-09,Khaki
2019-10-05,Mauv
2020-02-25,Purple
2019-12-31,Puce
2019-11-26,Violet
2019-12-08,Puce
2019-10-27,Pink
2019-10-24,Pink
2019-11-17,Fuscia
2019-10-17,Crimson
2019-11-04,Crimson
2019-10-26,Fuscia
2020-02-09,Orange
2019-12-07,Indigo
2019-12-30,Turquoise
2019-11-22,Goldenrod
2020-02-09,Pink
2020-02-15,Crimson
2019-10-28,Teal
2019-11-23,Purple
2019-12-23,Yellow
2019-11-27,Orange
2019-11-25,Teal
2019-10-14,Blue
2019-12-23,Maroon
2020-02-05,Blue
2019-12-10,Puce
2020-02-14,Fuscia
2019-11-21,Teal
2019-10-23,Green
2019-11-05,Violet
2019-12-15,Aquamarine
2020-02-17,Orange
2020-02-21,Violet
2020-01-23,Puce
2019-12-01,Turquoise
2019-11-21,Turquoise
2020-01-12,Red
2020-02-18,Maroon
2019-11-10,Aquamarine
2020-02-14,Turquoise
2020-01-12,Mauv
2020-02-05,Pink
2019-11-07,Khaki
2019-12-02,Khaki
2019-10-20,Yellow
2019-11-19,Indigo
2020-01-20,Aquamarine
2019-12-23,Fuscia
2020-01-25,Green
2019-10-31,Violet
2020-02-19,Blue
2019-11-22,Khaki
2020-01-14,Pink
2019-11-10,Pink
2019-11-30,Fuscia
2020-01-18,Maroon
2020-01-08,Teal
2019-10-21,Teal
2020-01-19,Turquoise
2019-11-05,Indigo
2020-02-25,Green
2020-02-01,Indigo
2019-12-15,Blue
2019-12-16,Fuscia
2019-10-15,Puce
2020-01-16,Mauv
2019-11-07,Teal
2019-10-01,Khaki
2020-01-19,Yellow
2019-12-09,Maroon
2020-02-07,Khaki
2019-11-19,Khaki
2019-10-03,Violet
2020-01-20,Indigo
2019-12-04,Violet
2019-10-18,Goldenrod
2020-02-25,Red
2020-01-20,Mauv
2020-02-16,Goldenrod
2020-01-12,Blue
2019-11-06,Mauv
2020-01-23,Mauv
2019-12-24,Khaki
2020-02-08,Orange
2020-01-31,Purple
2020-02-08,Indigo
2019-11-15,Green
2019-10-18,Violet
2019-11-02,Aquamarine
2019-10-17,Mauv
2020-02-20,Crimson
2020-02-12,Mauv
2019-10-26,Yellow
2020-01-21,Fuscia
2020-02-12,Teal
2019-10-15,Khaki
2019-12-02,Pink
2019-12-23,Fuscia
2020-02-04,Turquoise
2020-01-28,Indigo
2019-11-01,Yellow
2020-01-04,Fuscia
2019-12-14,Fuscia
2019-11-30,Goldenrod
2019-12-24,Puce
2019-10-21,Pink
2020-02-22,Fuscia
2019-11-17,Orange
2019-10-07,Purple
2019-10-12,Green
2019-12-24,Mauv
2019-12-26,Crimson
2020-01-05,Maroon
2019-12-16,Yellow
2019-10-31,Indigo
2019-10-23,Aquamarine
2020-01-31,Maroon
2019-11-06,Blue
2019-10-10,Turquoise
2019-11-04,Puce
2019-11-30,Blue
2020-01-10,Indigo
2020-01-08,Crimson
2020-01-30,Fuscia
2019-10-03,Mauv
2020-02-09,Violet
2020-01-10,Orange
2020-01-03,Orange
2019-11-29,Blue
2020-02-21,Mauv
2019-11-29,Fuscia
2019-11-06,Aquamarine
2020-02-10,Red
2020-02-22,Pink
2019-11-10,Pink
2020-02-16,Turquoise
2020-02-23,Green
2019-10-02,Orange
2019-12-28,Pink
2020-01-18,Blue
2019-11-24,Violet
2019-12-09,Pink
2019-11-05,Indigo
2019-10-02,Green
2019-11-19,Khaki
2020-02-01,Pink
2019-10-02,Pink
2020-02-15,Green
2019-11-19,Green
2019-11-29,Teal
2019-11-15,Teal
2019-11-28,Fuscia
2019-12-06,Violet
2019-12-16,Green
2019-12-18,Goldenrod
2019-10-22,Indigo
2019-11-04,Orange
2019-11-05,Khaki
2020-02-24,Turquoise
2019-12-05,Crimson
2020-01-17,Mauv
2020-01-23,Indigo
2020-01-22,Red
2020-02-22,Blue
2019-12-04,Purple
2019-12-18,Goldenrod
2019-12-05,Turquoise
2019-12-16,Crimson
2020-01-13,Red
2019-10-21,Khaki
2019-12-22,Goldenrod
2019-11-16,Khaki
2020-01-26,Goldenrod
2020-02-13,Goldenrod
2020-01-26,Teal
2019-11-21,Khaki
2019-11-15,Pink
2019-10-27,Yellow
2020-01-26,Red
2020-01-16,Maroon
2019-10-17,Mauv
2019-10-27,Teal
2020-01-12,Violet
2020-01-18,Teal
2020-02-07,Aquamarine
2019-11-14,Red
2019-11-17,Goldenrod
2019-11-15,Blue
2020-01-02,Goldenrod
2019-12-26,Violet
2019-10-20,Green
2019-12-02,Teal
2019-12-07,Orange
2019-10-24,Red
2019-12-05,Fuscia
2020-02-01,Goldenrod
2019-11-01,Green
2019-12-11,Turquoise
2019-11-22,Khaki
2020-02-03,Green
2019-12-19,Yellow
2019-12-05,Green
2019-10-27,Aquamarine
2019-12-24,Turquoise
2019-12-23,Orange
2019-10-06,Maroon
2019-11-20,Fuscia
2020-01-08,Indigo
2019-11-29,Mauv
2019-12-24,Indigo
2020-02-14,Fuscia
2019-11-19,Indigo
2020-01-01,Violet
2019-11-06,Purple
2019-11-06,Khaki
2020-01-22,Orange
2020-01-31,Yellow
2019-12-06,Pink
2020-01-21,Indigo
2019-10-23,Goldenrod
2019-12-04,Mauv
2020-01-09,Goldenrod
2020-01-06,Yellow
2020-01-02,Fuscia
2019-12-24,Blue
2019-12-07,Mauv
2019-11-15,Maroon
2020-01-10,Crimson
2019-11-28,Fuscia
2019-11-04,Khaki
2019-10-24,Mauv
2020-02-19,Orange
2019-11-01,Mauv
2020-01-31,Yellow
2020-02-07,Mauv
2019-11-01,Violet
2019-11-10,Maroon
2020-01-13,Crimson
2019-12-05,Mauv
2020-02-09,Crimson
2019-11-24,Puce
2020-01-06,Blue
2019-12-30,Turquoise
2020-01-24,Mauv
2020-01-02,Goldenrod
2019-12-05,Purple
2020-01-29,Teal
2019-12-04,Blue
2020-01-07,Maroon
2019-10-25,Pink
2019-12-07,Khaki
2020-01-15,Violet
2020-01-15,Mauv
2020-01-24,Turquoise
2019-12-19,Red
2020-01-24,Pink
2020-02-17,Aquamarine
2019-11-01,Orange
2020-02-04,Goldenrod
2020-02-22,Aquamarine
2019-10-03,Aquamarine
2019-10-24,Puce
2020-01-18,Maroon
2020-01-13,Green
2019-10-22,Teal
2019-10-05,Pink
2019-12-22,Pink
2019-10-31,Goldenrod
2019-12-05,Crimson
2019-11-06,Blue
2020-01-19,Khaki
2020-02-12,Teal
2020-02-03,Orange
2020-01-14,Purple
2019-12-08,Fuscia
2019-11-09,Teal
2020-02-06,Aquamarine
2020-01-03,Turquoise
2020-01-01,Indigo
2020-01-17,Violet
2019-12-22,Goldenrod
2019-11-25,Pink
2020-02-20,Green
2019-11-29,Khaki
2020-01-07,Khaki
2020-01-06,Yellow
2020-02-11,Goldenrod
2019-11-10,Khaki
2019-11-24,Indigo
2019-12-07,Green
2019-11-07,Puce
2019-11-02,Puce
2019-12-18,Crimson
2020-02-01,Violet
2020-01-18,Green
2020-01-30,Purple
2020-01-04,Crimson
2019-11-02,Orange
2019-12-09,Indigo
2019-10-10,Red
2020-02-04,Green
2019-12-30,Goldenrod
2019-10-21,Pink
2020-02-21,Blue
2019-10-08,Aquamarine
2019-12-11,Maroon
2019-11-24,Aquamarine
